2,0
3,1
5,2
7,3
11,4
13,5
17,7
19,8
23,9
29,10
31,11
37,12
41,13
43,14
47,15
53,16
59,18
61,19
67,20
71,21
73,23
79,24
83,25
89,26
97,27
101,28
103,29
107,30
109,31
113,33
127,34
131,36
137,37
139,39
149,41
151,42
157,43
163,44
167,46
173,47
179,48
181,49
191,50
193,52
197,53
199,55
211,57
223,59
227,60
229,61
233,62
239,63
241,64
251,66
257,67
263,70
269,71
271,73
277,75
281,77
283,78
293,79
307,80
311,82
313,83
317,84
331,85
337,86
347,88
349,91
353,93
359,94
367,96
373,97
379,98
383,99
389,100
397,101
401,102
409,103
419,104
421,105
431,106
433,108
439,109
443,110
449,111
457,112
461,113
463,114
467,115
479,117
487,118
491,119
499,120
503,123
509,125
521,126
523,128
541,129
547,130
557,131
563,133
569,134
571,135
577,136
587,137
593,139
599,140
601,141
607,143
613,144
617,145
619,146
631,148
641,149
643,150
647,152
653,153
659,154
661,155
673,157
677,159
683,160
691,161
701,162
709,164
719,165
727,167
733,169
739,170
743,172
751,173
757,174
761,176
769,177
773,178
787,179
797,181
809,182
811,183
821,184
823,185
827,187
829,188
839,190
853,191
857,192
859,193
863,194
877,196
881,197
883,198
887,199
907,199
911,200
919,201
929,202
937,203
941,204
947,205
953,206
967,207
971,208
977,208
983,209
991,210
997,211
1009,212
1013,213
1019,214
1021,215
1031,215
1033,216
1039,217
1049,218
1051,219
1061,220
1063,221
1069,222
1087,223
1091,224
1093,225
1097,226
1103,226
1109,227
1117,228
1123,229
1129,230
1151,231
1153,232
1163,233
1171,234
1181,235
1187,236
1193,237
1201,238
1213,239
1217,240
1223,240
1229,241
1231,242
1237,243
1249,244
1259,245
1277,246
1279,247
1283,248
1289,249
1291,249
1297,250
1301,251
1303,252
1307,253
1319,254
1321,254
1327,256
1361,257
1367,258
1373,258
1381,259
1399,260
1409,261
1423,262
1427,263
1429,264
1433,265
1439,266
1447,267
1451,268
1453,268
1459,269
1471,270
1481,271
1483,272
1487,273
1489,274
1493,275
1499,276
1511,277
1523,278
1531,279
1543,281
1549,282
1553,284
1559,286
1567,287
1571,289
1579,290
1583,291
1597,293
1601,294
1607,295
1609,296
1613,297
1619,299
1621,300
1627,301
1637,302
1657,303
1663,304
1667,305
1669,306
1693,307
1697,308
1699,309
1709,310
1721,310
1723,311
1733,312
1741,313
1747,314
1753,315
1759,315
1777,316
1783,317
1787,318
1789,319
1801,320
1811,321
1823,322
1831,323
1847,324
1861,325
1867,326
1871,327
1873,328
1877,328
1879,329
1889,330
1901,331
1907,332
1913,333
1931,334
1933,335
1949,336
1951,336
1973,337
1979,339
1987,340
1993,341
1997,342
1999,342
2003,343
2011,344
2017,345
2027,346
2029,347
2039,348
2053,349
2063,350
2069,351
2081,352
2083,352
2087,353
2089,354
2099,355
2111,356
2113,357
2129,358
2131,359
2137,360
2141,361
2143,362
2153,363
2161,364
2179,365
2203,366
2207,367
2213,368
2221,369
2237,370
2239,371
2243,372
2251,373
2267,373
2269,374
2273,375
2281,376
2287,377
2293,378
2297,379
2309,380
2311,380
2333,382
2339,382
2341,383
2347,384
2351,385
2357,386
2371,387
2377,388
2381,389
2383,389
2389,390
2393,391
2399,392
2411,393
2417,393
2423,394
2437,395
2441,396
2447,396
2459,397
2467,398
2473,399
2477,399
2503,400
2521,401
2531,402
2539,403
2543,403
2549,404
2551,405
2557,406
2579,407
2591,407
2593,408
2609,409
2617,410
2621,411
2633,411
2647,412
2657,413
2659,414
2663,415
2671,416
2677,417
2683,418
2687,419
2689,419
2693,420
2699,421
2707,422
2711,423
2713,424
2719,425
2729,425
2731,426
2741,427
2749,428
2753,429
2767,430
2777,431
2789,431
2791,432
2797,433
2801,433
2803,434
2819,435
2833,436
2837,436
2843,437
2851,438
2857,439
2861,439
2879,440
2887,441
2897,442
2903,442
2909,443
2917,444
2927,445
2939,445
2953,446
2957,447
2963,448
2969,448
2971,449
2999,450
3001,451
3011,451
3019,452
3023,454
3037,455
3041,455
3049,456
3061,457
3067,458
3079,459
3083,459
3089,460
3109,461
3119,462
3121,462
3137,463
3163,464
3167,465
3169,466
3181,466
3187,467
3191,468
3203,469
3209,470
3217,470
3221,471
3229,472
3251,473
3253,473
3257,474
3259,475
3271,476
3299,476
3301,477
3307,478
3313,479
3319,479
3323,480
3329,481
3331,481
3343,482
3347,483
3359,484
3361,484
3371,485
3373,486
3389,487
3391,487
3407,488
3413,489
3433,490
3449,491
3457,491
3461,492
3463,493
3467,493
3469,494
3491,495
3499,496
3511,497
3517,497
3527,498
3529,499
3533,500
3539,500
3541,501
3547,502
3557,503
3559,503
3571,504
3581,505
3583,506
3593,506
3607,507
3613,508
3617,509
3623,509
3631,510
3637,511
3643,512
3659,513
3671,514
3673,515
3677,516
3691,517
3697,518
3701,519
3709,519
3719,520
3727,521
3733,522
3739,522
3761,523
3767,524
3769,525
3779,526
3793,527
3797,527
3803,528
3821,529
3823,530
3833,531
3847,531
3851,532
3853,533
3863,534
3877,535
3881,535
3889,537
3907,538
3911,538
3917,539
3919,540
3923,541
3929,541
3931,542
3943,543
3947,544
3967,545
3989,546
4001,547
4003,548
4007,549
4013,549
4019,550
4021,551
4027,552
4049,553
4051,553
4057,554
4073,555
4079,556
4091,557
4093,558
4099,558
4111,559
4127,560
4129,561
4133,562
4139,563
4153,563
4157,564
4159,565
4177,566
4201,567
4211,568
4217,569
4219,569
4229,570
4231,571
4241,572
4243,573
4253,574
4259,574
4261,575
4271,576
4273,577
4283,577
4289,578
4297,579
4327,580
4337,581
4339,582
4349,583
4357,583
4363,584
4373,585
4391,586
4397,587
4409,588
4421,589
4423,589
4441,590
4447,591
4451,592
4457,593
4463,594
4481,594
4483,595
4493,596
4507,597
4513,598
4517,599
4519,599
4523,600
4547,602
4549,603
4561,604
4567,605
4583,606
4591,607
4597,608
4603,609
4621,610
4637,611
4639,612
4643,613
4649,614
4651,614
4657,615
4663,616
4673,617
4679,618
4691,619
4703,620
4721,621
4723,621
4729,622
4733,623
4751,624
4759,625
4783,626
4787,627
4789,628
4793,629
4799,630
4801,631
4813,632
4817,633
4831,634
4861,635
4871,636
4877,637
4889,638
4903,639
4909,640
4919,641
4931,641
4933,642
4937,643
4943,644
4951,645
4957,645
4967,646
4969,647
4973,648
4987,649
4993,649
4999,650
5003,651
5009,652
5011,653
5021,653
5023,654
5039,655
5051,656
5059,657
5077,658
5081,659
5087,660
5099,660
5101,661
5107,662
5113,663
5119,664
5147,665
5153,666
5167,666
5171,667
5179,668
5189,669
5197,670
5209,671
5227,672
5231,673
5233,673
5237,674
5261,675
5273,676
5279,677
5281,678
5297,679
5303,679
5309,680
5323,681
5333,682
5347,683
5351,684
5381,685
5387,686
5393,687
5399,688
5407,688
5413,689
5417,690
5419,691
5431,692
5437,692
5441,693
5443,694
5449,695
5471,696
5477,697
5479,697
5483,698
5501,699
5503,700
5507,701
5519,702
5521,702
5527,703
5531,704
5557,705
5563,706
5569,707
5573,708
5581,709
5591,710
5623,711
5639,712
5641,713
5647,714
5651,715
5653,715
5657,716
5659,717
5669,718
5683,719
5689,720
5693,720
5701,721
5711,722
5717,723
5737,724
5741,725
5743,726
5749,726
5779,728
5783,729
5791,730
5801,731
5807,731
5813,732
5821,733
5827,734
5839,735
5843,736
5849,736
5851,737
5857,738
5861,739
5867,740
5869,740
5879,741
5881,742
5897,743
5903,744
5923,745
5927,746
5939,746
5953,747
5981,749
5987,750
6007,751
6011,751
6029,752
6037,753
6043,754
6047,755
6053,756
6067,757
6073,758
6079,759
6089,759
6091,760
6101,761
6113,762
6121,763
6131,764
6133,765
6143,766
6151,766
6163,767
6173,768
6197,769
6199,770
6203,771
6211,772
6217,773
6221,774
6229,774
6247,775
6257,776
6263,777
6269,778
6271,779
6277,780
6287,781
6299,782
6301,782
6311,783
6317,784
6323,785
6329,786
6337,787
6343,787
6353,788
6359,789
6361,790
6367,791
6373,792
6379,792
6389,793
6397,796
6421,798
6427,799
6449,801
6451,802
6469,804
6473,805
6481,806
6491,808
6521,810
6529,812
6547,814
6551,815
6553,816
6563,817
6569,819
6571,820
6577,821
6581,823
6599,825
6607,826
6619,828
6637,829
6653,831
6659,832
6661,835
6673,836
6679,837
6689,838
6691,839
6701,840
6703,840
6709,841
6719,842
6733,844
6737,845
6761,847
6763,848
6779,849
6781,850
6791,851
6793,852
6803,853
6823,854
6827,855
6829,856
6833,857
6841,857
6857,858
6863,859
6869,860
6871,861
6883,862
6899,863
